Type,Litology,Tporosity,Eporosity,K,S,Sy,Compressibility,Note,Location,Source
Metamorphic,Gneiss,NA,NA,NA,NA,0.0129,NA,Fractured,"Maheshwaram_ south of Hyderabad in the Ranga Reddy
district of Andhra Pradesh_ India",588
Metamorphic,Gneiss,NA,NA,NA,NA,0.0147,NA,Fractured,"Maheshwaram_ south of Hyderabad in the Ranga Reddy
district of Andhra Pradesh_ India",588
Metamorphic,Gneiss,NA,NA,NA,NA,0.0133,NA,Fractured,"Maheshwaram_ south of Hyderabad in the Ranga Reddy
district of Andhra Pradesh_ India",588
Metamorphic,Gneiss,NA,NA,NA,NA,0.0141,NA,Fractured,"Maheshwaram_ south of Hyderabad in the Ranga Reddy
district of Andhra Pradesh_ India",588
Metamorphic,Gneiss,NA,NA,0.5,NA,0.002,NA,Weathered,"Issur_ Palar River basin_ Tamil Nadu_
India",591
Metamorphic,Gneiss,NA,NA,0.38016,NA,0.01,NA,Weathered,"Issur_ Palar River basin_ Tamil Nadu_
India",592
Metamorphic,Gneiss,NA,NA,0.38016,NA,0.01,NA,Weathered,"Manapakkam_ Palar River basin_ Tamil Nadu_
India",592
Metamorphic,Gneiss,NA,NA,0.207,6.00E-06,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Gneiss,NA,NA,0.381,0.00036,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Gneiss,NA,NA,0.6849,0.004,0.002,NA,Fractured,hard rock terrain_ Southern India,593
Metamorphic,Gneiss,NA,NA,0.5,NA,0.01,NA,Weathered,"Visakhapatnam_  state of Andhra Pradesh
along the east coast of India",594
Metamorphic,Gneiss,NA,NA,2,NA,0.05,NA,Weathered,"Visakhapatnam_  state of Andhra Pradesh
along the east coast of India",594
Metamorphic,Gneiss,NA,NA,1,NA,0.019,NA,Weathered,"Visakhapatnam_  state of Andhra Pradesh
along the east coast of India",594
Metamorphic,Gneiss,NA,NA,1.6,NA,0.04,NA,Fractured,"Visakhapatnam_  state of Andhra Pradesh
along the east coast of India",594
Metamorphic,Gneiss,NA,NA,1,NA,0.014,NA,Weathered,"The Dharta watershed_ Aravalli Hills of Udaipur District
in southern Rajasthan_ India",596_ 597
Metamorphic,Gneiss,NA,NA,20.5,NA,0.08,NA,Fractured,"The Dharta watershed_ Aravalli Hills of Udaipur District
in southern Rajasthan_ India",596_ 597
Metamorphic,Gneiss,NA,NA,40,NA,NA,NA,Fractured,"The Dharta watershed_ Aravalli Hills of Udaipur District
in southern Rajasthan_ India",596_ 597
Metamorphic,Gneiss,NA,NA,NA,NA,0.05,NA,NS,"aquifer system Vidarbha is the eastern region of the Indian state of
Maharashtra",851
Metamorphic,Gneiss,NA,NA,NA,8.20E-05,0.012,NA,Fractured,"Nunavik territory is the northern territory of the Province of Quebec
(Canada)",678
Metamorphic,Gneiss,0.1,NA,0.2,1.00E-05,NA,NA,Weathered and Fractured,"The Sakumo wetland catchment is located within the Greater
Accra region of Ghana",689
Metamorphic,Gneiss,3,NA,1.8,1.00E-05,NA,NA,Weathered and Fractured,"The Sakumo wetland catchment is located within the Greater
Accra region of Ghana",689
Metamorphic,Gneiss,NA,NA,0.5,0.002,NA,NA,Weathered,"The  lower Palar River basin_ Tamil Nadu_
India",692
Metamorphic,Gneiss,NA,NA,1.2,NA,0.01,NA,Weathered,"The  lower Palar River basin_ Tamil Nadu_
India",692
Metamorphic,Gneiss,NA,NA,NA,5.10E-06,0.024,NA,Fractured,The hard-rock terrain of Ahar River catchment_  Aravalli hill range of Rajasthan_ India,732
Metamorphic,Gneiss,NA,NA,NA,NA,0.211,NA,Fractured,The hard-rock terrain of Ahar River catchment_  Aravalli hill range of Rajasthan_ India,732
Metamorphic,Gneiss,NA,NA,NA,NA,0.02,NA,Weathered,NS,736
Metamorphic,Gneiss,NA,NA,NA,NA,0.03,NA,Weathered,NS,736
Metamorphic,Gneiss,NA,NA,NA,NA,0.04,NA,Weathered,NS,736
Metamorphic,Gneiss,NA,NA,NA,NA,0.02,NA,Weathered,NS,736
Metamorphic,Gneiss,NA,NA,NA,NA,0.03,NA,Weathered,NS,736
Metamorphic,Gneiss,NA,NA,NA,NA,0.04,NA,Weathered,NS,736
Metamorphic,Gneiss,0.2,0.5,NA,NA,NA,NA,Fractured,Urach (South Germany),747
Metamorphic,Gneiss,0.5,0.5,NA,NA,NA,NA,Fractured,Urach (South Germany),747
Metamorphic,Gneiss,0.1,NA,NA,NA,NA,NA,Fractured,Urach (South Germany),747
Metamorphic,Gneiss,2.1,NA,NA,NA,NA,NA,Fractured,Urach (South Germany),747
Metamorphic,Gneiss,0.5,NA,NA,NA,NA,NA,NS,NS,762
Metamorphic,Gneiss,1.5,NA,NA,NA,NA,NA,NS,NS,762
Metamorphic,Gneiss,NA,NA,NA,2.22E-05,0.08,NA,Weathered and Fractured,"EL Gahelia well_ El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Gneiss,NA,NA,NA,0.000152,0.00706,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Gneiss,NA,NA,NA,1.13E-06,0.00595,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Gneiss,NA,NA,NA,1.27E-06,NA,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Gneiss,0.1,NA,0.0027,0.000496,NA,NA,Fractured,"Sandong-Myeon_
Namwon-Si_ in Korea",784
Metamorphic,Gneiss,0.1,NA,0.019,0.00152,NA,NA,Fractured,"Sandong-Myeon_
Namwon-Si_ in Korea",784
Metamorphic,Gneiss,NA,NA,0.0333,9.60E-05,0.015,NA,Fractured,"Thirumanimuttar river basin_
Tamilnadu_ India",785
Metamorphic,Gneiss,NA,NA,0.06,NA,0.043,NA,Fractured,"Thirumanimuttar river basin_
Tamilnadu_ India",785
Metamorphic,Gneiss,NA,NA,NA,0.00029,NA,NA,Fractured,"Anna Nagar_ part of Chennai
City_ Tamil Nadu_ India",787
Metamorphic,Gneiss,NA,NA,NA,0.0045,NA,NA,Fractured,"Anna Nagar_ part of Chennai
City_ Tamil Nadu_ India",787
Metamorphic,Gneiss,NA,NA,NA,0.00132,NA,NA,Weathered,Tuticorin District of Tamil Nadu (India),790
Metamorphic,Gneiss,NA,NA,NA,0.00188,NA,NA,Weathered,Tuticorin District of Tamil Nadu (India),790
Metamorphic,Gneiss,NA,0.68,0.6048,1.00E-05,NA,NA,Fractured and weathered,Black Forest basement in Germany,791
Metamorphic,Gneiss,NA,NA,0.000385,0.000437,0.00789,NA,Fractured,Morappur region of Dharmapuri District_ South India,792
Metamorphic,Gneiss,NA,NA,0.133,NA,0.00789,NA,Fractured,Morappur region of Dharmapuri District_ South India,792
Metamorphic,Gneiss,NA,NA,0.0656,9.60E-05,0.0043,NA,Weathered and Fractured,"Gangavalli Block_
Salem District_ Tamil Nadu_ India",793
Metamorphic,Gneiss,NA,NA,NA,NA,0.03,NA,Fractured,Birimian basement_ Southern Mali_ city of Bougouni,795
Metamorphic,Gneiss,NA,NA,NA,NA,0.07,NA,Fractured,Birimian basement_ Southern Mali_ city of Bougouni,795
Metamorphic,Gneiss,NA,NA,2,0.00016,NA,NA,Weathered,"Tiruchirappalli district_
Tamil Nadu_ India",796
Metamorphic,Gneiss,NA,NA,6.6,0.00096,NA,NA,Weathered,"Tiruchirappalli district_
Tamil Nadu_ India",796
Metamorphic,Gneiss,NA,NA,0.0667,5.70E-05,0.092,NA,Weathered,Vellore district_ southern India,820
Metamorphic,Gneiss,NA,NA,6,NA,0.07,NA,Weathered and Fractured,North-Western province of Sri Lanka.,827
Metamorphic,Gneiss,NA,NA,8,NA,0.06,NA,Weathered and Fractured,North-Western province of Sri Lanka.,827
Metamorphic,Gneiss,NA,NA,6,NA,0.06,NA,Weathered and Fractured,North-Western province of Sri Lanka.,827
Metamorphic,Gneiss,NA,NA,6.5,NA,0.0625,NA,Weathered and Fractured,North-Western province of Sri Lanka.,827
Metamorphic,Gneiss,NA,NA,0.09,4.00E-06,NA,NA,Fractured,Finnsj6n_ Sweden,829
Metamorphic,Gneiss,NA,NA,0.432,7.00E-06,NA,NA,Fractured,Finnsj6n_ Sweden,829
Metamorphic,Gneiss,NA,0.3,0.09676,6.00E-07,NA,NA,Fractured,Finnsj6n_ Sweden,830
Metamorphic,Gneiss,NA,3.6,0.552096,2.00E-06,NA,NA,Fractured,Finnsj6n_ Sweden,830
Metamorphic,Gneiss,NA,NA,0.0864,1.00E-05,NA,NA,Fractured,Finnsj6n_ Sweden,831
Metamorphic,Gneiss,NA,NA,0.173,2.00E-05,NA,NA,Fractured,Finnsj6n_ Sweden,831
Metamorphic,Gneiss,1.00E-04,NA,NA,NA,0.005,NA,Weathered and Fractured,"Garhkundar-Dabar watershed of Bundelkhand region_ Central
India",832
Metamorphic,Gneiss,5.00E-04,NA,NA,NA,0.015,NA,Weathered and Fractured,"Garhkundar-Dabar watershed of Bundelkhand region_ Central
India",832
Metamorphic,Gneiss,NA,0.5,NA,NA,NA,NA,NS,NS,759
Metamorphic,Gneiss,NA,NA,0.8,NA,0.007,NA,Fractured,Amaravathi River_  Western Ghats in the Idukki region of Kerala state_ India,589
Metamorphic,Gneiss,NA,NA,2.1428,NA,0.068,NA,Fractured,Amaravathi River_  Western Ghats in the Idukki region of Kerala state_ India,589
Metamorphic,Gneiss,NA,NA,8.12E-07,NA,NA,NA,NS,Savannah River Plant Near Aiken_ South Carolina,881
Metamorphic,Gneiss,NA,NA,0.000216,NA,NA,NA,NS,Savannah River Plant Near Aiken_ South Carolina,881
Metamorphic,Gneiss,NA,NA,1.02E-06,1.00E-06,NA,NA,NS,"the Aar and Gotthard
massifs of the Swiss Alps in the Central Alps_Switzerland",883
Metamorphic,Gneiss,NA,NA,1.27E-05,1.00E-06,NA,NA,NS,"the Aar and Gotthard
massifs of the Swiss Alps in the Central Alps_Switzerland",883
Metamorphic,Gneiss,NA,NA,8.34E-05,NA,0.01,NA,Fractured,"the Aar and Gotthard
massifs of the Swiss Alps in the Central Alps_Switzerland",883
Metamorphic,Gneiss,NA,NA,1.31E-05,NA,0.01,NA,Fractured,"the Aar and Gotthard
massifs of the Swiss Alps in the Central Alps_Switzerland",883
Metamorphic,Gneiss,0.5,NA,8.64E-07,NA,NA,NA,NS,Finnsjon_Stockholm_Sweden,890
Metamorphic,Gneiss,NA,NA,8.64E-06,NA,NA,NA,NS,Finnsjon_Stockholm_Sweden,890
Metamorphic,Gneiss,5,NA,0.00864,NA,NA,NA,Fractured,Finnsjon_Stockholm_Sweden,890
Metamorphic,Gneiss,NA,NA,2.59E-07,NA,NA,NA,NS,northeast Bavaria_Germany,897
Metamorphic,Gneiss,NA,NA,1.00E-08,NA,NA,NA,NS,northeast Bavaria_Germany,897
Metamorphic,Gneiss,NA,NA,8.64E-07,NA,NA,NA,NS,"Mirror Lake Research Site_ Grafton County_ New
Hampshire ",898
Metamorphic,Gneiss,NA,NA,1.00E-07,NA,NA,NA,NS,"Mirror Lake Research Site_ Grafton County_ New
Hampshire ",898
Metamorphic,Gneiss,NA,NA,1.00E-08,NA,NA,NA,NS,"Mirror Lake Research Site_ Grafton County_ New
Hampshire ",898
Metamorphic,Gneiss,0.08,NA,4.00E-07,NA,NA,NA,NS,"Savannah River
Plant ncar Aiken_ South Carolina_ USA ",901
Metamorphic,Gneiss,0.13,NA,4.00E-06,NA,NA,NA,NS,"Savannah River
Plant ncar Aiken_ South Carolina_ USA ",901
Metamorphic,Gneiss,NA,0.26,NA,NA,NA,NA,Fractured,Olkiluoto Veined gneiss_Sweden,904
Metamorphic,Gneiss,NA,0.08,NA,NA,NA,NA,NS,Olkiluoto Veined gneiss_Sweden,904
Metamorphic,Gneiss,NA,0.7,NA,NA,NA,NA,Fractured,Olkiluoto Veined gneiss_Sweden,904
Metamorphic,Gneiss,NA,0.2,NA,NA,NA,NA,NS,Olkiluoto Veined gneiss_Sweden,904
Metamorphic,Gneiss,NA,NA,1.00E-07,NA,NA,NA,NS,"Death Valley Regional
Ground-Water Flow System_Nevada and California",899
Metamorphic,Gneiss,NA,0.01,NA,NA,NA,NA,NS,NS,907
Metamorphic,Gneiss,NA,0.001,NA,NA,NA,NA,NS,NS,907
Metamorphic,Gneiss,NA,NA,1.00E-05,NA,NA,NA,NS,"Death Valley Regional
Ground-Water Flow System_Nevada and California",899
Metamorphic,Granulite,NA,NA,0.0067,0.0017,NA,NA,NS,Hard Rock Aquifers_ South India,426
Metamorphic,Granulite,NA,NA,0.0067,7.00E-05,NA,NA,NS,Hard Rock Aquifers_ South India,426
Metamorphic,Granulite,NA,NA,4.58,0.0015,NA,NA,Fractured,Hard Rock Aquifers_ South India,426
Metamorphic,Granulite,NA,NA,4.58,3.70E-05,NA,NA,Fractured,Hard Rock Aquifers_ South India,426
Metamorphic,Granulite,0.7,3,NA,8.00E-07,NA,1.30E-11,Fractured Granulite gneiss,Floyd County_ Virginia_ USA,443_444_445
Metamorphic,Granulite,2.5,3,NA,8.00E-07,NA,1.60E-11,Fractured Granulite gneiss,Floyd County_ Virginia_ USA,443_444_446
Metamorphic,Granulite,2.8,3,NA,8.00E-07,NA,1.70E-11,Fractured Granulite gneiss,Floyd County_ Virginia_ USA,443_444_447
Metamorphic,Granulite,NA,1,2,0.002,NA,NA,Fractued,Maharashtra_ Andhra Pradesh and Karnataka_ India,480
Metamorphic,Granulite,NA,1,10,NA,0.03,NA,Fractued,Maharashtra_ Andhra Pradesh and Karnataka_ India,480
Metamorphic,Granulite,NA,NA,0.0259,NA,NA,NA,Fractured,"fractured aquifer system_ north-eastern region of Kilombero
Valley_ Tanzania",688
Metamorphic,Granulite,NA,NA,0.0346,NA,NA,NA,Fractured,"fractured aquifer system_ north-eastern region of Kilombero
Valley_ Tanzania",688
Metamorphic,Granulite,NA,NA,0.0656,9.60E-05,NA,NA,Weathered and Fractured,"Gangavalli Block_
Salem District_ Tamil Nadu_ India",793
Metamorphic,Granulite,NA,NA,0.0656,0.0043,NA,NA,Weathered and Fractured,"Gangavalli Block_
Salem District_ Tamil Nadu_ India",793
Metamorphic,Marble,0.1,NA,NA,NA,NA,NA,NS,NS,1
Metamorphic,Marble,0.2,NA,NA,NA,NA,NA,NS,NS,1
Metamorphic,Marble,0.01,NA,NA,NA,NA,NA,NS,NS,3
Metamorphic,Marble,10,NA,NA,NA,NA,NA,NS,NS,3
Metamorphic,Marble,0.1,NA,0.000864,NA,NA,NA,Fractured,NS,2
Metamorphic,Marble,2,NA,0.864,NA,NA,NA,Fractured,NS,2
Metamorphic,Marble,0.1,NA,0.086,NA,NA,NA,Karstified,Tibetan Plateau in Southwest China,12_74
Metamorphic,Marble,0.2,NA,0.8,NA,NA,NA,Karstified,Tibetan Plateau in Southwest China,12_74
Metamorphic,Marble,0.2,NA,NA,NA,NA,NA,NS,NS,12
Metamorphic,Marble,0.4,NA,NA,NA,NA,NA,NS,Carrara_ Italy,77
Metamorphic,Marble,NA,NA,0.4267,NA,0.02,NA,Fractured,The Cockeysville Marble_ central and southern Chester County_ Southern pennsylvania,406
Metamorphic,Marble,NA,NA,6.7056,NA,0.02,NA,Fractured,The Cockeysville Marble_ central and southern Chester County_ Southern pennsylvania,406
Metamorphic,Marble,NA,NA,NA,6.00E-04,NA,NA,Fractured,The Cockeysville Marble_ central and southern Chester County_ Southern pennsylvania,416
Metamorphic,Marble,NA,NA,NA,8.00E-05,NA,NA,Fractured,The Cockeysville Marble_ central and southern Chester County_ Southern pennsylvania,416
Metamorphic,Marble,NA,NA,NA,NA,0.04,NA,Fractured,The Cockeysville Marble_ central and southern Chester County_ Southern pennsylvania,416
Metamorphic,Marble,NA,NA,21.1896,0.004,NA,NA,Fractured,The Wakefield Marble_ Wissahickon Formation_ Piedmont Upland Section of Pennsylvania_arble _,406
Metamorphic,Marble,NA,NA,NA,NA,0.1,NA,Karstic-fissured,"Almeria
(Spain)",471
Metamorphic,Marble,NA,NA,NA,NA,0.12,NA,Karstic-fissured,"Almeria
(Spain)",471
Metamorphic,Marble,NA,NA,0.015,NA,0.028,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.09,NA,0.037,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.22,NA,0.049,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.00038,1.00E-04,0.037,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.016,NA,NA,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.22,NA,0.028,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,1.10E-05,1.20E-08,NA,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.0012,3.80E-05,NA,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,0.0078,NA,0.0052,NA,Fractured,The Gortinlieve (GO) site_ The Glencastle (GC) site Ireland,474
Metamorphic,Marble,NA,NA,2.82,0.0018,NA,NA,Fissured,NS,580_ 581
Metamorphic,Marble,NA,NA,2.87,0.0018,NA,NA,Fissured,NS,580_ 581
Metamorphic,Marble,NA,NA,3.00E-04,NA,0.01,NA,Massive and fractured,NS,663
Metamorphic,Marble,NA,NA,0.00035,NA,0.26,NA,Massive and fractured,NS,663
Metamorphic,Marble,NA,NA,5.2,NA,NA,NA,NS,"aquifer system
in western Turkey",691
Metamorphic,Marble,0.5,NA,NA,NA,NA,NA,NS,NS,762
Metamorphic,Marble,2,NA,NA,NA,NA,NA,NS,NS,762
Metamorphic,Migmatite,NA,NA,0.039,NA,NA,NA,Weathered and fractures migmatites and gneiss,Aquifers of the Basement Complex area of Kano State_ Nigerian,125
Metamorphic,Migmatite,NA,NA,0.778,NA,NA,NA,Weathered and fractures migmatites and gneiss,Aquifers of the Basement Complex area of Kano State_ Nigerian,125
Metamorphic,Migmatite,NA,NA,0.185,NA,NA,NA,Weathered and Fratured,Aquifer Évora sector_ Alentejo_ South Portugal,142
Metamorphic,Migmatite,NA,NA,NA,NA,0.017,NA,NS,Migmatites of We W_ Africa and India,263
Metamorphic,Migmatite,NA,NA,NA,NA,0.077,NA,NS,Migmatites of We W_ Africa and India,263
Metamorphic,Migmatite,NA,NA,0.000864,1.00E-05,0.02,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Migmatite,NA,NA,0.864,2.00E-05,0.05,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Migmatite,NA,NA,8.64E-07,NA,0.01,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Migmatite,NA,NA,0.008,NA,NA,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Migmatite,NA,NA,0.0259,NA,0.01,NA,Fractured,"fractured aquifer system_ north-eastern region of Kilombero
Valley_ Tanzania",688
Metamorphic,Migmatite,NA,NA,0.0346,NA,NA,NA,Fractured,"fractured aquifer system_ north-eastern region of Kilombero
Valley_ Tanzania",688
Metamorphic,Migmatite,NA,NA,NA,2.22E-05,0.08,NA,Weathered and Fractured,"EL Gahelia well_ El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Migmatite,NA,NA,NA,0.000152,0.00706,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Migmatite,NA,NA,NA,1.13E-06,0.00595,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Migmatite,NA,NA,NA,1.27E-06,NA,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Metamorphic,Migmatite,NA,NA,0.000385,0.000437,0.00789,NA,Fractured,Morappur region of Dharmapuri District_ South India,792
Metamorphic,Migmatite,NA,NA,0.133,0.000437,0.00789,NA,Fractured,Morappur region of Dharmapuri District_ South India,792
Metamorphic,Migmatite,NA,NA,4.58,NA,NA,NA,Fractured,Ondo State_ Southwestern Nigeria,133
Metamorphic,Migmatite,NA,NA,0.96,NA,NA,NA,Fractured,Ondo State_ Southwestern Nigeria,133
Metamorphic,Migmatite,NA,NA,1.02E-07,1.00E-06,NA,NA,Fractured,"the Aar and Gotthard
massifs of the Swiss Alps  in the Central Alps_Switzerland",883
Metamorphic,Migmatite,NA,NA,1.27E-06,1.00E-06,NA,NA,Fractured,"the Aar and Gotthard
massifs of the Swiss Alps  in the Central Alps_Switzerland",883
Metamorphic,Migmatite,NA,NA,3.89E-06,NA,NA,NA,Fractured,Talhof fault system in the Eastern Alps_Austria,900
Metamorphic,Phyllite,NA,NA,NA,NA,0.0057,NA,NS,Badgaon_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,NA,0.0086,NA,NS,Girwa_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,0.0039,NA,NA,NS,Gogunda Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,0.004,NA,NA,NS,Jhadol_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,0.0033,NA,NA,NS,Kherwara_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,NA,0.009,NA,NS,Kherwara_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,0.0029,NA,NA,NS,Kotra_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,NA,0.0077,NA,NS,Mavli_ Udaipur district_ southern part of Rajasthan_ western India,260
Metamorphic,Phyllite,NA,NA,NA,NA,0.0048,NA,NS,Salumber_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,NA,0.038,NA,NS,Salumber_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,0.0039,NA,NA,NS,Sarada_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,NA,NA,0.0164,NA,NS,Sarada_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Phyllite,NA,NA,0.053255,NA,0.0188,NA,Fractured,phyllite of Aravali Super Group_ e instructional farm of College of Tech. & Agril. Engg._ Udaipur (India),404
Metamorphic,Phyllite,NA,NA,0.52798,NA,0.0706,NA,Fractured,phyllite of Aravali Super Group_ e instructional farm of College of Tech. & Agril. Engg._ Udaipur (India),404
Metamorphic,Phyllite,NA,NA,0.0651133,NA,0.0313,NA,Fractured,phyllite of Aravali Super Group_ e instructional farm of College of Tech. & Agril. Engg._ Udaipur (India),404
Metamorphic,Phyllite,NA,NA,0.319117,NA,0.042,NA,Fractured,phyllite of Aravali Super Group_ e instructional farm of College of Tech. & Agril. Engg._ Udaipur (India),404
Metamorphic,Phyllite,NA,NA,0.1219,NA,0.02,NA,Fractured,Harpers Formation_ York County_ Pennsylvania,406
Metamorphic,Phyllite,NA,NA,0.3048,NA,0.02,NA,Fractured,Harpers Formation_ York County_ Pennsylvania,406
Metamorphic,Phyllite,NA,NA,0.1524,NA,0.2,NA,Fractured,Harpers Formation_ York County_ Pennsylvania,420
Metamorphic,Phyllite,NA,NA,0.9144,NA,0.08,NA,Fractured,The Chickies Formation_ York and Lancaster Counties_ Pennsylvania,421
Metamorphic,Phyllite,NA,NA,0.432,3.00E-04,0.03,NA,Fractured,"Sardinia and
Calabria (Italy)",434
Metamorphic,Phyllite,NA,NA,1.08,NA,NA,NA,Fractured,"Sardinia and
Calabria (Italy)",434
Metamorphic,Phyllite,NA,NA,0.00432,0.002,NA,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Metamorphic,Phyllite,NA,NA,0.432,NA,0.01,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",437
Metamorphic,Phyllite,0.7,NA,NA,8.00E-07,NA,1.30E-11,Fractured,Floyd County_ Virginia_ USA,443_444_445
Metamorphic,Phyllite,2.8,NA,NA,8.00E-07,NA,1.70E-11,Fractured,Floyd County_ Virginia_ USA,443_444_445
Metamorphic,Phyllite,NA,NA,NA,NA,0.01,NA,Fractued,Aravalli terrain_ India,477
Metamorphic,Phyllite,NA,NA,NA,NA,0.075,NA,Fractued,Aravalli terrain_ India,477
Metamorphic,Phyllite,NA,NA,NA,NA,0.01,NA,Fractued,Aravalli terrain_ India,478
Metamorphic,Phyllite,NA,NA,NA,NA,0.015,NA,Fractued,Aravalli terrain_ India,478
Metamorphic,Phyllite,NA,NA,NA,3.00E-04,NA,NA,Fractured,Northern Ghana,481_482
Metamorphic,Phyllite,NA,NA,NA,NA,0.008,NA,Fractured,Northern Ghana,481_482
Metamorphic,Phyllite,1,NA,8.64E-05,NA,NA,NA,NS,The Homestake mine in South Dakota (USA),531_ 532
Metamorphic,Phyllite,NA,1,NA,NA,NA,NA,fractured in hydrotermal system,"The Bormio area_ e Penninic and
Austro-Alpine sectors",673
Metamorphic,Phyllite,NA,NA,0.00864,NA,NA,NA,NS,"Coastal aquifer
of Malia_ Crete (Greece)",698
Metamorphic,Phyllite,NA,NA,NA,5.10E-06,0.024,NA,Fractured,The hard-rock terrain of Ahar River catchment_  Aravalli hill range of Rajasthan_ India,732
Metamorphic,Phyllite,NA,NA,NA,NA,0.211,NA,Fractured,The hard-rock terrain of Ahar River catchment_  Aravalli hill range of Rajasthan_ India,732
Metamorphic,Phyllite,NA,NA,NA,NA,0.01,NA,NS,NS,736
Metamorphic,Phyllite,NA,NA,NA,NA,0.015,NA,NS,NS,736
Metamorphic,Phyllite,NA,NA,NA,NA,0.02,NA,NS,NS,736
Metamorphic,Phyllite,NA,NA,1.7,0.003,0.008,NA,Weathered and Fractured,Birimian Supergroup_  Northern Ghana,781
